fpr,tpr,ppv,acc,npv,LR+,LR-,threshold,expected_fp,expected_tn,expected_flags,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,expected_fp_upper,expected_tn_upper,expected_flags_upper,fpr_lower,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,expected_fp_lower,expected_tn_lower,expected_flags_lower,AUC,AUC_upper,AUC_lower,n_pos,n_neg,n_total,prevalence_in_data,prevalence_preset,prevalence
0.0,0.0,0.9951923076923077,0.9902189875405233,0.9902189875405233,111.89861095894291,0.7777594849922085,2.0,0.0,107212.0,0.0,0.003614329106954978,0.9991508195264621,0.990254339338551,0.9902539947997437,142.79861471257468,0.8021160141418157,2.0,0.0,107212.0,0.0,0.0,0.0,0.9732745081066979,0.9901835087771953,0.9902186405099849,87.37122822986406,0.7514437545080803,2.0,0.0,107212.0,0.0,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.001,0.2096317280453258,0.6743385465598232,0.9912791790968958,0.9922458204971368,111.89861095894291,0.7777594849922085,0.05654788498704754,107.212,107104.788,329.212,0.23517501208492095,0.722696193025417,0.991699489598244,0.9924958242550647,142.79861471257468,0.8021160141418157,0.05654788498704754,107.212,107104.788,329.212,0.001,0.1861874169998546,0.6219592076618121,0.9908439908707538,0.9920159996635523,87.37122822986406,0.7514437545080803,0.05654788498704754,107.212,107104.788,329.212,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.002,0.2237960339943343,0.5250059454898651,0.9904275013623223,0.9923761525456447,111.89861095894291,0.7777594849922085,0.05247489400801447,214.424,106997.576,451.42400000000004,0.24987114091276744,0.5706668116388653,0.9909302698962242,0.9926322071996749,142.79861471257468,0.8021160141418157,0.05247489400801447,214.424,106997.576,451.42400000000004,0.002,0.1997175111434825,0.478923075799071,0.9899089245937873,0.9921392788008022,87.37122822986406,0.7514437545080803,0.05247489400801447,214.424,106997.576,451.42400000000004,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.003,0.23512747875354106,0.43635553507235686,0.9895481153771554,0.9924791340536586,78.37600179264898,0.7671740433921331,0.0499014250830564,321.636,106890.364,570.636,0.26159807935834306,0.47733742137574015,0.9901140298298252,0.9927397661618619,97.24996042931674,0.7920784677690528,0.0499014250830564,321.636,106890.364,570.636,0.003,0.21057155107508632,0.396224810373766,0.9889656624734862,0.9922368829178764,62.938996402190014,0.7403935514247205,0.0499014250830564,321.636,106890.364,570.636,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.004,0.24268177525967893,0.37471869932540275,0.988631785057864,0.9925454397275106,60.67048640569553,0.7603596634024917,0.048175583911809955,428.848,106783.152,685.848,0.2694019778732314,0.41154855552787367,0.9892500706259101,0.9928091481688867,74.02095593850636,0.7856320026455614,0.048175583911809955,428.848,106783.152,685.848,0.004,0.21782163814498437,0.33928443555628063,0.9879964978804164,0.992299577840796,49.54995891919081,0.7332667754520229,0.048175583911809955,428.848,106783.152,685.848,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.005,0.2474032105760151,0.32829614712626365,0.9876877464879792,0.9925841797944311,49.480651810817875,0.7563786828419246,0.04657443236596161,536.0600000000001,106675.94,798.0600000000001,0.2742738944984766,0.3616310395035553,0.9883514431862318,0.992849948331821,59.68749470368467,0.7818952861775326,0.04657443236596161,536.0600000000001,106675.94,798.0600000000001,0.005,0.22235846251023056,0.2966063277683612,0.9870067853153964,0.9923359228035571,40.87243461072243,0.7290763323593729,0.04657443236596161,536.0600000000001,106675.94,798.0600000000001,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.006,0.2530689329556185,0.29409447878752865,0.9867529440016254,0.9926322466091421,42.17817566191241,0.7514397052891397,0.045544668004725695,643.272,106568.728,911.2719999999999,0.28011472637087714,0.32449222799235117,0.9874580279263212,0.9929002874849796,50.42481393079298,0.7772285540105163,0.045544668004725695,643.272,106568.728,911.2719999999999,0.006,0.2278081198264197,0.2654254277938631,0.9860302659731798,0.9923813172507598,35.15396470891812,0.7239066472707252,0.045544668004725695,643.272,106568.728,911.2719999999999,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.007,0.26251180358829085,0.27030081715843646,0.9858550858493964,0.9927174405343403,37.50170285507645,0.7426870054662232,0.0446139562565778,750.484,106461.516,1028.484,0.2898365309019547,0.2982606945609513,0.9865993344734562,0.9929887516721023,44.46504731268488,0.7688758612022459,0.0446139562565778,750.484,106461.516,1028.484,0.007,0.23690379727632518,0.2440504392302243,0.9850926464342026,0.9924625763101377,31.515648800150437,0.7148229016583937,0.0446139562565778,750.484,106461.516,1028.484,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.008,0.267233238904627,0.2480941863862109,0.9849110472795115,0.992756484663627,33.40416447511024,0.7386761704728627,0.04381955187859684,857.696,106354.304,1140.6960000000001,0.29469152886733535,0.27397601206735644,0.9856904704201856,0.9930296209920677,39.375688616320765,0.7650848187581869,0.04381955187859684,857.696,106354.304,1140.6960000000001,0.008,0.241457540301436,0.22390332469060767,0.9841131704827745,0.9924994618061985,28.236840389080292,0.7106268742449414,0.04381955187859684,857.696,106354.304,1140.6960000000001,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
0.009,0.26912181303116145,0.2280167942353883,0.9839393004590332,0.9927677807660041,29.902426355323367,0.7375158294391999,0.04313274434071218,964.9079999999999,106247.092,1249.9079999999997,0.2966324472976264,0.25208871927925625,0.9847510010685155,0.9930419307686553,35.096039092908256,0.7640418188913858,0.04313274434071218,964.9079999999999,106247.092,1249.9079999999997,0.009,0.24328011826734142,0.2056115694821124,0.9831090836220324,0.9925096103052613,25.386205294234667,0.7093631048942706,0.04313274434071218,964.9079999999999,106247.092,1249.9079999999997,0.8201268075595682,0.8356807249547181,0.8045728901644184,1059,107212,108271,0.009781012459476683,0,0.009781012459476683
