fpr,tpr,ppv,acc,npv,LR+,LR-,threshold,expected_fp,expected_tn,expected_flags,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,expected_fp_upper,expected_tn_upper,expected_flags_upper,fpr_lower,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,expected_fp_lower,expected_tn_lower,expected_flags_lower,AUC,AUC_upper,AUC_lower,n_pos,n_neg,n_total,prevalence_in_data,prevalence_preset,prevalence
0.0,0.00014823599169878446,1.0,0.9357741382593792,0.9357735266951694,11.15829416765314,0.9796426528782918,0.1808906439467344,0.0,98274.0,1.0,0.0008392538616977033,1.0,0.9358185260574273,0.9358150658608589,15.01766080521524,0.9832066500553776,0.1808906439467344,0.0,98274.0,1.0,0.0,2.6167771733479755e-05,0.4137071406043409,0.9357297202353967,0.9357638396248452,8.286347613728227,0.9755741961093075,0.1808906439467344,0.0,98274.0,1.0,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.001,0.013341239252890602,0.476609356257497,0.9356858312702343,0.9365077705567828,11.15829416765314,0.9796426528782918,0.1463875092605514,98.274,98175.726,188.27400000000003,0.01636923427423024,0.548777333587217,0.9360478958673026,0.9367009156928007,15.01766080521524,0.9832066500553776,0.1463875092605514,98.274,98175.726,188.27400000000003,0.001,0.010867177120358895,0.40525213321301196,0.9353228449936617,0.9363456841880107,8.286347613728227,0.9755741961093075,0.1463875092605514,98.274,98175.726,188.27400000000003,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.002,0.022316632078268606,0.4345025053686471,0.935326604456294,0.9369898823494601,11.15829416765314,0.9796426528782918,0.13524322937575808,196.548,98077.452,347.096,0.02612278500915639,0.48693893163272034,0.9358148894576934,0.9372351390488691,15.01766080521524,0.9832066500553776,0.13524322937575808,196.548,98077.452,347.096,0.002,0.019054195914180973,0.3836738889019615,0.9348368146927234,0.9367751411769268,8.286347613728227,0.9755741961093075,0.13524322937575808,196.548,98077.452,347.096,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.003,0.0305366142899496,0.4112294726442487,0.9349188535517045,0.9374277512966319,10.178888602031535,0.9723805273067466,0.12735966934426088,294.822,97979.178,500.822,0.03491714346066937,0.4548642111557927,0.9355025353032231,0.9377117933748934,13.04364358179444,0.9765927626983258,0.12735966934426088,294.822,97979.178,500.822,0.003,0.026690445600148112,0.3689476133704959,0.9343331391872505,0.937173725251662,7.939104943592562,0.9676732715642538,0.12735966934426088,294.822,97979.178,500.822,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.004,0.03781440853839312,0.3949978496935813,0.9344505808417444,0.9378097963145006,9.453599268285043,0.966049790500895,0.12067301895356342,393.096,97880.904,648.192,0.042635544857599975,0.43186738603806807,0.9351118437545795,0.9381240150916036,11.76382835963308,0.9707660825998936,0.12067301895356342,393.096,97880.904,648.192,0.004,0.033519348847192904,0.3590646784765197,0.9337868263533536,0.9375251496549853,7.5930357431697955,0.9608468433970554,0.12067301895356342,393.096,97880.904,648.192,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.005,0.04615624073525052,0.387920298879203,0.9340506570177108,0.9382575401034433,9.231242997706852,0.9586369436528933,0.11471065269026823,491.37,97782.63,802.7400000000001,0.0514267779151372,0.4220805882950287,0.9347841548980345,0.9386021915869872,11.233586269551921,0.9638611196074702,0.11471065269026823,491.37,97782.63,802.7400000000001,0.005,0.041402285203356835,0.3549318545025942,0.9333141308019969,0.9379419498909919,7.581788926184647,0.9529357102769085,0.11471065269026823,491.37,97782.63,802.7400000000001,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.006,0.05351319300326119,0.3796976550666538,0.9335874690535135,0.9386466848114716,8.918871384618177,0.9522000070618504,0.109771511286974,589.644,97684.356,950.644,0.059142252457756464,0.4109797566743011,0.9343831558563224,0.9390160353645784,10.683026655200841,0.9578360061337059,0.109771511286974,589.644,97684.356,950.644,0.006,0.048392341243279915,0.34938426193414185,0.9327882891650492,0.9383059431519714,7.44209537434992,0.9460954256368687,0.109771511286974,589.644,97684.356,950.644,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.007,0.05868929736139935,0.3651892890120037,0.9329841934869549,0.9389040180593108,8.3841843525387,0.9479463268194319,0.10629207185884898,687.918,97586.082,1083.8360000000002,0.0645532927613486,0.39429476392635804,0.9338309351646216,0.939290350772412,9.93484103419767,0.9538653601405395,0.10629207185884898,687.918,97586.082,1083.8360000000002,0.007,0.053327618023734,0.33703680728294766,0.9321336534262253,0.9385459750173495,7.071807940558522,0.9415646806469818,0.10629207185884898,687.918,97586.082,1083.8360000000002,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.008,0.06480758968277497,0.35712647819962656,0.9324414397257665,0.9392195214016023,8.100947088520291,0.9427342843715684,0.10287933070138398,786.192,97487.808,1223.384,0.07093354902429776,0.38443279629833876,0.9333384378008199,0.9396243817912067,9.506041096438157,0.9489618067544826,0.10287933070138398,786.192,97487.808,1223.384,0.008,0.0591769823383358,0.3307351539725798,0.9315402690821001,0.9388425721483677,6.899881718209021,0.9360512115142768,0.10287933070138398,786.192,97487.808,1223.384,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
0.009,0.07041209605692263,0.34983045027256726,0.9318656827270996,0.9395044598154856,7.823568717039833,0.9380301755473929,0.09949788944923817,884.4659999999999,97389.534,1359.466,0.076764853898726,0.37546432669291213,0.9328086032376817,0.9399255992742421,9.107843163361128,0.9445285588562284,0.09949788944923817,884.4659999999999,97389.534,1359.466,0.009,0.06454831095705205,0.32482143842035294,0.9309182530278521,0.9391108836881511,6.716824487461658,0.9310827179133863,0.09949788944923817,884.4659999999999,97389.534,1359.466,0.7722769664986658,0.7789787679489386,0.7655751650483931,6746,98274,105020,0.06423538373643116,0,0.06423538373643116
