fpr,tpr,ppv,acc,npv,LR+,LR-,threshold,expected_fp,expected_tn,expected_flags,tpr_upper,ppv_upper,acc_upper,npv_upper,LR+_upper,LR-_upper,threshold_upper,expected_fp_upper,expected_tn_upper,expected_flags_upper,fpr_lower,tpr_lower,ppv_lower,acc_lower,npv_lower,LR+_lower,LR-_lower,threshold_lower,expected_fp_lower,expected_tn_lower,expected_flags_lower,AUC,AUC_upper,AUC_lower,n_pos,n_neg,n_total,prevalence_in_data,prevalence_preset,prevalence
0.0,0.00021696680407897592,1.0,0.9296090921589295,0.929608016864746,9.406325649682712,0.9831535487658856,0.22695652454803977,0.0,60854.0,1.0,0.0012280461950151202,1.0,0.9296802784002082,0.9296741978874757,13.822839826205644,0.9870845901414361,0.22695652454803977,0.0,60854.0,1.0,0.0,3.8300995288605665e-05,0.3566771220947337,0.9295378353107335,0.9295921917514247,6.396003318462965,0.978484441519364,0.22695652454803977,0.0,60854.0,1.0,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.001,0.010848340203948795,0.4523809523809524,0.9294280127705729,0.9302394752249896,9.406325649682712,0.9831535487658856,0.20484435807304263,60.854,60793.146,110.85400000000001,0.014272671460901758,0.5481242336914893,0.9298750898074205,0.9304785331587867,13.822839826205644,0.9870845901414361,0.20484435807304263,60.854,60793.146,110.85400000000001,0.001,0.00823871544621339,0.3566771220947336,0.9289797357940159,0.9300497676107863,6.396003318462965,0.978484441519364,0.20484435807304263,60.854,60793.146,110.85400000000001,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.002,0.018812757648079846,0.41545893719806765,0.9290591631914211,0.9306977116804236,9.406325649682712,0.9831535487658856,0.20009008764995076,121.708,60732.292,208.41600000000003,0.023154610910812033,0.4835348945282238,0.9296668873949201,0.9310041278601416,13.822839826205644,0.9870845901414361,0.20009008764995076,121.708,60732.292,208.41600000000003,0.002,0.015272345749868715,0.3502285958830323,0.9284494224560447,0.930439888373789,6.396003318462965,0.978484441519364,0.20009008764995076,121.708,60732.292,208.41600000000003,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.003,0.025168149273161206,0.3887399776286353,0.9285770282449629,0.9310513504273534,8.389445094806337,0.9777651462307194,0.1966301988617574,182.562,60671.438,298.562,0.030101005936339423,0.44505909888763573,0.9293001362741632,0.931402209320697,11.596441439396887,0.9823797722536921,0.1966301988617574,182.562,60671.438,298.562,0.003,0.02102614875260337,0.33545206975408376,0.9278512757741486,0.9307484777771788,6.0646723691054305,0.9724231446377881,0.1966301988617574,182.562,60671.438,298.562,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.004,0.02894684313300066,0.3584415584415584,0.9279134778424454,0.9312360194018282,7.236686335659606,0.9749529679332846,0.19398359844042606,243.416,60610.584,376.83200000000005,0.0341932162723803,0.4064036090296215,0.9287208264997139,0.9316122532987747,9.689575239615909,0.9799578602286925,0.19398359844042606,243.416,60610.584,376.83200000000005,0.004,0.024485032533052054,0.3130758307818231,0.927103158990322,0.9309074110643256,5.400580432481929,0.9692270466276239,0.19398359844042606,243.416,60610.584,376.83200000000005,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.005,0.03504881753091778,0.34726688102893893,0.9274135007561524,0.9315745806292166,7.0097222732710955,0.9698001820185105,0.19218915306628512,304.27000000000004,60549.73,465.81000000000006,0.040757152200424494,0.39155920008411516,0.9283080966046586,0.9319855823955043,9.117901583845157,0.9753397040769288,0.19218915306628512,304.27000000000004,60549.73,465.81000000000006,0.005,0.030114882257979373,0.3054694603481754,0.9265153365200292,0.9312106191239854,5.384835371712884,0.963549905094503,0.19218915306628512,304.27000000000004,60549.73,465.81000000000006,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.006,0.03883705793013669,0.3289692525634107,0.9267506224890397,0.9317609873572952,6.47284825152025,0.966964730481286,0.19069580293090968,365.124,60488.876,544.124,0.044809835368936436,0.3695252500720336,0.927713255907741,0.9321933463408882,8.272345821411086,0.9728326241008537,0.19069580293090968,365.124,60488.876,544.124,0.006,0.03363237038447819,0.2908112432527736,0.9257840938100054,0.9313753056407696,5.060900100180277,0.9603924454822211,0.19069580293090968,365.124,60488.876,544.124,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.007,0.044473421566500325,0.3235874931431706,0.9262178635259614,0.9320702892010246,6.3533451240225025,0.9622624152687591,0.1893322894577399,425.978,60428.022,630.956,0.05081373909952694,0.36145373096713157,0.9272517653488065,0.9325306442081563,7.97954488469881,0.9685605300234645,0.1893322894577399,425.978,60428.022,630.956,0.007,0.03889180628171069,0.2880277124639466,0.9251795228498731,0.9316560678990017,5.054664898996756,0.9552694154679424,0.1893322894577399,425.978,60428.022,630.956,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.008,0.04990236493816446,0.32099173553718996,0.9256705008936346,0.9323666537277386,6.23779930109155,0.9577597128006824,0.18804115102729918,486.832,60367.168,716.8320000000001,0.056571964435319776,0.3556915507128009,0.926769781889588,0.9328523043547786,7.725663497300346,0.9644463577756615,0.18804115102729918,486.832,60367.168,716.8320000000001,0.008,0.04398242551314347,0.2880277124639466,0.9245662617746679,0.9319266115665926,5.032602180903668,0.9503873490565927,0.18804115102729918,486.832,60367.168,716.8320000000001,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
0.009,0.05489260143198091,0.31620268598884066,0.9250922505842997,0.9326346409405576,6.099182319742572,0.9536906141513579,0.1870766358874292,547.6859999999999,60306.314,800.6860000000001,0.061846684214227024,0.3491440775821287,0.9262511400338485,0.9331424749477812,7.469384450359722,0.9607178313799377,0.1870766358874292,547.6859999999999,60306.314,800.6860000000001,0.009,0.048679867233964044,0.28529750243830254,0.9239279351869344,0.9321719313289022,4.976500050484696,0.9459861098571142,0.1870766358874292,547.6859999999999,60306.314,800.6860000000001,0.7311949024524502,0.7396695820749568,0.7227202228299436,4609,60854,65463,0.07040618364572354,0,0.07040618364572354
